id gender height weight age
3907 F 163 47 28
3908 M 182 60 26
3909 M 173 80 45
3910 M 183 80 33
3911 M 168 73 27
3912 M 189 81 48
3913 M 164 67 40
3914 M 185 60 26
3915 M 179 62 29
3916 M 179 76 31
3917 M 188 66 33
3918 M 184 89 37
3919 M 178 71 34
3920 F 158 49 32
3921 M 170 66 48
3922 F 163 49 36
3923 M 175 66 40
3924 F 163 47 33
3925 F 155 48 28
3926 M 161 65 40
3927 F 170 47 39
3928 M 169 74 48
3929 M 185 76 41
3930 M 168 88 40
3931 M 165 71 25
3932 F 162 47 26
3933 F 159 48 24
3934 M 163 84 34
3935 M 177 73 46
3936 M 162 65 27
3937 M 161 77 45
3938 M 189 89 30
3939 F 173 49 34
3940 M 162 83 38
3941 M 178 65 41
3942 M 179 60 37
3943 M 175 72 35
3944 M 179 60 34
3945 M 181 62 37
3946 F 165 45 36
3947 F 162 46 36
3948 M 173 63 48
3949 M 166 61 45
3950 M 178 70 25
3951 M 186 82 33
3952 M 163 82 45
3953 M 186 82 47
3954 F 159 48 20
3955 M 185 67 41
3956 M 175 86 31
3957 M 165 82 44
3958 M 174 60 28
3959 M 181 74 37
3960 M 172 72 38
3961 M 178 77 45
3962 M 160 85 31
3963 M 170 67 28
3964 M 165 85 29
3965 F 171 47 21
3966 M 187 78 44
3967 M 175 79 45
3968 F 166 47 23
3969 M 178 84 46
3970 M 164 70 49
3971 M 180 71 30
3972 F 166 45 35
3973 M 179 75 49
3974 M 174 70 41
3975 M 186 75 32
3976 M 165 79 45
3977 M 172 68 45
3978 M 168 82 33
3979 M 166 80 25
3980 F 169 45 29
3981 M 172 85 46
3982 F 173 45 39
3983 M 167 89 36
3984 F 158 48 26
3985 M 184 70 35
3986 M 179 89 44
3987 M 170 83 28
3988 M 181 84 37
3989 M 168 80 27
3990 F 169 47 39
3991 M 182 86 44
3992 F 160 45 20
3993 M 168 89 32
3994 M 173 86 36
3995 M 181 63 25
3996 M 174 72 39
3997 M 177 68 42
3998 M 189 74 25
3999 M 182 76 35
4000 M 167 86 37
4001 M 184 73 32
4002 M 180 62 34
4003 M 174 75 36
4004 M 171 68 25
4005 M 161 85 27
4006 M 186 78 47
4007 M 189 82 32
4008 M 164 64 44
4009 M 183 77 42
4010 M 165 66 46
4011 M 176 86 43
4012 M 163 85 28
4013 M 187 85 49
4014 F 156 49 23
4015 F 170 45 29
4016 M 170 75 37
4017 F 164 45 36
4018 F 169 48 24
4019 M 161 65 40
4020 M 186 79 29
4021 M 168 67 29
4022 M 183 76 48
4023 F 170 46 38
4024 M 172 70 37
4025 M 179 88 47
4026 M 188 60 36
4027 F 163 46 24
4028 F 158 45 20
4029 M 176 84 25
4030 F 164 45 21
4031 M 169 70 43
4032 M 174 75 30
4033 M 167 87 36
4034 M 170 78 27
4035 M 171 88 40
4036 M 172 71 39
4037 M 170 82 45
4038 M 174 68 34
4039 M 177 70 37
4040 M 165 70 47
4041 F 159 48 22
4042 F 171 46 23
4043 M 179 73 29
4044 M 172 67 28
4045 F 164 48 28
4046 F 157 49 30
4047 M 173 77 27
4048 F 156 49 23
4049 F 160 46 23
4050 M 170 88 32
4051 M 162 83 30
4052 F 169 49 22
4053 M 165 86 38
4054 M 185 89 33
4055 M 185 63 36
4056 M 187 79 40
4057 F 164 48 24
4058 M 180 74 46
4059 M 161 65 46
4060 F 160 47 31
4061 M 181 85 43
4062 M 160 78 37
4063 M 183 75 38
4064 M 173 69 32
4065 F 172 45 21
4066 M 174 65 47
4067 M 170 60 47
4068 M 169 72 48
4069 M 184 68 49
4070 M 184 86 49
4071 M 174 71 48
4072 M 161 65 35
4073 M 189 67 48
4074 F 173 47 24
4075 F 173 45 29
4076 F 158 48 25
4077 F 161 46 28
4078 F 155 48 32
4079 M 160 74 45
4080 M 179 77 44
4081 M 163 75 39
4082 M 161 63 38
4083 M 162 87 45
4084 M 188 60 36
4085 M 162 70 38
4086 M 180 68 31
4087 F 155 49 22
4088 F 172 48 36
4089 F 162 46 32
4090 F 160 49 31
4091 M 185 68 27
4092 M 176 78 33
4093 M 175 75 32
4094 F 164 47 35
4095 F 172 46 21
4096 M 164 61 26
4097 M 189 74 42
4098 F 169 46 31
4099 M 185 84 25
4100 F 163 46 32
4101 F 167 46 36
4102 M 162 76 43
4103 M 167 65 28
4104 M 176 89 46
4105 F 156 48 35
4106 M 167 65 45
4107 M 185 86 45
4108 M 180 60 39
4109 M 183 87 29
4110 M 188 88 43
4111 M 167 89 30
4112 M 165 61 25
4113 M 171 60 32
4114 F 160 47 32
4115 F 169 45 22
4116 M 162 81 27
4117 M 182 75 31
4118 M 188 69 40
4119 F 165 49 36
4120 M 181 71 42
4121 M 162 75 46
4122 M 175 62 49
4123 M 178 84 31
4124 M 162 82 29
4125 F 157 48 35
4126 M 176 84 30
4127 M 186 68 31
4128 M 183 77 37
4129 F 159 49 32
4130 M 173 66 41
4131 M 175 60 47
4132 M 171 88 46
4133 M 167 77 26
4134 F 165 48 35
4135 M 178 82 25
4136 M 161 69 35
4137 M 183 75 35
4138 M 180 63 27
4139 F 172 45 23
4140 F 156 47 23
4141 M 173 72 41
4142 M 189 84 41
4143 M 178 88 40
4144 M 165 62 43
4145 M 175 61 33
4146 M 170 89 27
4147 M 180 62 34
4148 M 182 69 36
4149 F 172 46 21
4150 F 170 46 28
4151 M 170 73 28
4152 F 166 46 35
4153 M 180 73 31
4154 M 189 80 30
4155 M 189 78 29
4156 F 167 48 31
4157 M 178 60 28
4158 F 163 49 38
4159 M 182 81 34
4160 M 177 83 32
4161 M 169 60 28
4162 F 165 45 27
4163 M 173 64 31
4164 M 172 67 30
4165 M 183 75 26
4166 M 180 60 45
4167 M 174 85 30
4168 F 162 46 33
4169 M 181 68 41
4170 F 155 48 38
4171 M 186 80 35
4172 M 177 62 42
4173 F 161 49 28
4174 F 173 49 27
4175 M 189 84 30
4176 F 161 46 21
4177 F 159 49 39
4178 M 179 66 36
4179 M 172 78 27
4180 F 172 48 34
4181 M 181 68 40
4182 M 164 82 42
4183 F 159 47 37
4184 M 179 66 27
4185 F 174 48 21
4186 F 173 48 21
4187 M 175 75 33
4188 F 165 47 26
4189 F 166 48 20
4190 F 159 46 35
4191 M 168 68 30
4192 M 162 82 36
4193 M 177 82 37
4194 M 165 73 34
4195 M 185 86 26
4196 M 181 76 42
4197 M 185 85 44
4198 M 177 86 31
4199 M 162 70 33
4200 M 179 77 49
4201 M 178 65 49
4202 F 160 48 39
4203 M 185 66 30
4204 F 169 48 38
4205 M 170 82 43
4206 M 165 87 25
4207 M 187 79 44
4208 M 183 89 35
4209 M 161 87 40
4210 M 160 72 37
4211 M 184 64 41
4212 F 166 49 34
4213 F 160 46 24
4214 F 156 46 33
4215 M 161 85 49
4216 M 175 74 26
4217 F 171 49 29
4218 F 166 45 21
4219 F 163 48 33
4220 M 172 78 29
4221 M 169 75 47
4222 M 177 62 49
4223 M 178 67 28
4224 F 174 48 28
4225 M 161 65 45
4226 F 156 45 34
4227 M 187 61 44
4228 F 174 49 29
4229 M 174 67 28
4230 F 170 49 20
4231 M 187 85 28
4232 M 186 74 43
4233 M 188 86 30
4234 M 172 78 48
4235 M 172 64 36
4236 M 168 87 31
4237 M 177 71 42
4238 M 176 60 25
4239 F 168 45 27
4240 F 171 45 38
4241 M 166 69 31
4242 M 185 61 35
4243 M 177 75 45
4244 M 161 79 32
4245 F 169 46 26
4246 M 170 72 34
4247 M 181 76 37
4248 F 155 49 26
4249 F 162 47 28
4250 M 171 67 27
4251 M 175 65 44
4252 M 160 85 41
4253 F 167 46 23
4254 F 166 45 27
4255 M 171 74 49
4256 M 166 70 31
4257 M 163 75 43
4258 F 156 49 23
4259 M 175 63 38
4260 M 160 71 46
4261 M 172 88 49
4262 F 155 45 34
4263 F 169 46 21
4264 F 169 48 34
4265 F 158 45 36
4266 M 160 65 48
4267 M 187 85 27
4268 M 179 79 46
4269 F 162 47 23
4270 M 186 70 38
4271 M 188 83 37
4272 F 169 46 28
4273 M 189 62 36
4274 F 168 45 29
4275 M 168 76 45
4276 M 181 63 45
4277 M 170 64 34
4278 M 182 63 34
4279 M 161 63 37
4280 M 171 73 36
4281 M 181 84 43
4282 M 166 71 29
4283 M 167 72 30
4284 M 166 72 30
4285 F 171 49 27
4286 F 157 47 37
4287 M 187 62 35
4288 F 162 46 30
4289 M 168 78 33
4290 M 172 75 45
4291 M 163 78 47
4292 F 167 46 24
4293 F 156 45 25
4294 M 185 61 46
4295 M 178 89 47
4296 M 176 84 41
4297 F 157 46 21
4298 M 167 77 32
4299 M 162 75 38
4300 F 164 45 27
4301 F 167 46 39
4302 M 168 75 44
4303 M 165 72 45
4304 M 168 88 46
4305 M 177 64 47
4306 F 160 49 24
4307 M 180 65 46
4308 F 166 46 24
4309 M 160 81 46
4310 M 181 69 25
4311 M 183 64 39
4312 M 176 60 40
4313 M 186 65 28
4314 F 166 48 34
4315 M 166 85 43
4316 M 162 76 49
4317 M 173 84 30
4318 F 165 47 28
4319 M 179 77 31
4320 M 173 62 44
4321 F 165 47 23
4322 M 162 76 37
4323 F 168 49 21
4324 F 164 48 37
4325 M 188 73 43
4326 F 172 45 35
4327 F 165 47 26
4328 M 173 89 34
4329 M 179 60 25
4330 F 161 49 32
4331 F 168 48 24
4332 F 170 47 30
4333 M 187 60 27
4334 F 169 48 21
4335 M 168 74 49
4336 M 163 83 47
4337 M 162 88 31
4338 F 155 46 39
4339 F 171 45 21
4340 M 179 75 35
4341 M 187 70 35
4342 M 177 85 38
4343 M 188 72 48
4344 M 189 71 28
4345 M 180 70 29
4346 M 173 65 34
4347 F 173 48 39
4348 M 178 88 46
4349 M 167 81 26
4350 M 184 82 26
4351 M 186 62 26
4352 M 162 60 26
4353 F 164 48 25
4354 M 188 78 36
4355 M 185 61 44
4356 M 189 87 27
4357 M 182 65 29
4358 M 182 70 43
4359 M 170 89 41
4360 F 155 48 38
4361 F 166 47 26
4362 M 166 67 43
4363 M 162 67 28
4364 M 175 61 43
4365 M 162 89 28
4366 M 163 86 43
4367 M 163 62 36
4368 M 182 89 29
4369 M 166 64 35
4370 M 184 78 28
4371 M 174 67 25
4372 F 159 49 38
4373 M 163 80 28
4374 M 175 85 31
4375 F 155 47 28
4376 F 166 45 23
4377 F 171 46 38
4378 M 182 86 34
4379 F 164 49 22
4380 F 158 45 35
4381 M 161 62 25
4382 M 168 66 41
4383 F 156 45 21
4384 M 179 68 34
4385 F 161 47 38
4386 M 173 76 32
4387 M 161 80 48
4388 M 185 67 44
4389 M 167 85 36
4390 M 179 66 30
4391 M 165 73 36
4392 F 161 45 24
4393 F 169 45 34
4394 F 163 49 22
4395 M 173 73 32
4396 M 177 88 49
4397 M 170 82 25
4398 M 170 77 38
4399 F 166 47 37
4400 M 170 68 37
4401 M 182 78 42
4402 M 178 68 39
4403 M 166 74 43
4404 M 188 81 32
4405 M 186 69 35
4406 M 173 72 38
4407 M 179 65 32
4408 M 174 66 29
4409 M 161 69 44
4410 F 168 47 36
4411 M 189 71 44
4412 M 169 86 32
4413 M 189 60 33
4414 F 165 47 35
4415 F 167 46 34
4416 M 168 61 37
4417 M 167 80 48
4418 M 175 89 34
4419 M 161 65 44
4420 M 167 72 44
4421 M 168 84 29
4422 M 165 61 31
4423 F 170 45 29
4424 M 169 67 46
4425 F 159 45 31
4426 M 178 89 33
4427 M 166 77 25
4428 F 160 48 25
4429 M 164 83 25
4430 F 155 45 30
4431 M 181 73 34
4432 M 176 86 36
4433 M 169 77 29
4434 F 168 49 23
4435 M 182 63 32
4436 M 184 89 27
4437 M 183 62 37
4438 F 166 46 27
4439 M 184 72 31
4440 F 162 47 23
4441 F 168 48 21
4442 M 173 65 40
4443 F 155 48 25
4444 M 188 78 48
4445 F 171 48 22
4446 M 171 67 34
4447 F 162 46 24
4448 F 173 46 22
4449 M 168 79 42
4450 M 167 82 33
4451 M 178 61 41
4452 M 176 69 37
4453 M 182 71 29
4454 M 177 72 42
4455 M 181 74 28
4456 M 168 68 45
4457 M 185 67 37
4458 M 177 82 33
4459 F 168 48 34
4460 F 162 45 36
4461 M 186 86 36
4462 F 158 49 25
4463 M 188 83 31
4464 F 165 47 35
4465 M 163 67 44
4466 F 166 47 26
4467 M 187 83 28
4468 M 170 61 38
4469 M 169 66 48
4470 F 163 48 31
4471 M 172 66 46
4472 M 161 72 34
4473 F 159 46 37
4474 M 166 72 35
4475 M 180 86 27
4476 F 158 48 28
4477 M 181 81 40
4478 M 183 65 42
4479 M 189 83 37
4480 M 186 63 44
4481 M 164 61 38
4482 F 169 48 38
4483 F 157 49 27
4484 M 177 74 35
4485 M 185 74 25
4486 F 170 47 35
4487 M 181 62 45
4488 M 161 74 29
4489 F 174 45 24
4490 M 172 75 31
4491 F 167 47 20
4492 M 171 79 49
4493 M 171 87 49
4494 F 156 46 20
4495 M 188 67 40
4496 F 162 45 20
4497 M 184 62 32
4498 M 183 68 36
4499 M 181 88 30
4500 F 159 48 27
4501 M 172 84 27
4502 M 160 77 28
4503 M 180 65 29
4504 M 186 81 49
4505 M 171 75 31
4506 M 169 72 29
4507 F 170 49 34
4508 M 189 84 42
4509 M 168 61 39
4510 F 171 49 38
4511 M 185 79 44
4512 M 184 60 29
4513 M 170 74 44
4514 M 167 62 27
4515 F 157 46 29
4516 M 167 79 45
4517 M 169 70 43
4518 M 183 83 36
4519 M 164 60 35
4520 F 167 46 33
4521 M 171 68 44
4522 F 156 46 25
4523 M 165 84 37
4524 M 179 85 47
4525 M 166 73 29
4526 F 165 46 34
4527 M 166 80 29
4528 M 188 79 32
4529 M 167 72 40
4530 F 157 49 27
4531 M 185 69 31
4532 M 189 84 28
4533 M 184 72 44
4534 M 173 68 25
4535 F 156 48 27
4536 F 156 49 29
4537 M 180 77 26
4538 M 169 82 32
4539 M 173 61 46
4540 M 186 73 34
4541 M 173 73 37
4542 F 155 45 35
4543 M 188 89 25
4544 M 163 66 26
4545 M 188 60 29
4546 M 180 89 39
4547 M 176 83 26
4548 F 167 49 35
4549 M 161 69 30
4550 M 185 78 46
4551 F 171 48 34
4552 M 167 61 42
4553 F 173 46 26
4554 M 189 76 44
4555 M 176 64 32
4556 F 155 47 25
4557 F 160 47 32
4558 M 175 85 38
4559 M 173 84 26
4560 M 170 70 48
4561 M 182 89 42
4562 M 163 79 44
4563 M 179 63 37
4564 M 177 86 36
4565 M 172 83 28
4566 F 165 48 20
4567 M 161 85 47
4568 M 187 79 42
4569 M 185 61 49
4570 M 178 63 36
4571 M 189 89 34
4572 F 168 46 26
4573 M 183 65 42
4574 F 157 48 34
4575 F 168 47 21
4576 M 174 72 41
4577 F 161 47 35
4578 M 185 86 26
4579 F 166 48 32
4580 F 164 48 25
4581 F 169 45 35
4582 M 180 74 44
4583 M 166 68 48
4584 M 160 69 35
4585 M 163 80 42
4586 M 177 71 45
4587 M 171 73 25
4588 M 162 66 48
4589 M 166 61 36
4590 M 176 86 37
4591 M 178 79 30
4592 M 178 64 33
4593 M 179 84 29
4594 M 172 66 29
4595 M 170 83 25
4596 F 171 46 34
4597 F 168 47 33
4598 F 166 45 21
4599 F 169 45 32
4600 M 183 80 28
4601 M 171 78 39
4602 F 174 47 35
4603 F 165 48 33
4604 M 176 78 48
4605 M 175 73 34
4606 F 156 49 22
4607 F 159 46 24
4608 F 171 45 31
4609 M 183 75 27
4610 F 160 48 33
4611 M 163 86 46
4612 M 180 67 31
4613 M 178 68 39
4614 M 164 67 43
4615 M 184 89 44
4616 M 160 76 48
4617 M 184 73 30
4618 F 166 49 37
4619 M 185 66 26
4620 M 185 82 37
4621 M 182 72 31
4622 M 165 79 34
4623 M 163 62 36
4624 M 188 83 43
4625 M 177 72 41
4626 M 187 70 36
4627 M 162 78 38
4628 F 169 46 27
4629 F 165 45 30
4630 M 188 61 40
4631 F 172 47 22
4632 M 160 72 41
4633 M 171 85 46
4634 F 172 45 31
4635 F 161 49 26
4636 F 171 49 24
4637 F 160 46 32
4638 M 178 81 42
4639 M 183 67 36
4640 M 186 77 25
4641 M 166 62 49
4642 F 156 46 21
4643 M 182 67 47
4644 M 172 72 37
4645 M 173 71 34
4646 M 167 78 31
4647 M 181 64 25
4648 M 183 63 38
4649 M 164 82 26
4650 M 170 69 30
4651 M 176 78 40
4652 F 167 45 21
4653 M 188 74 48
4654 M 181 66 27
4655 M 172 74 47
4656 M 165 83 36
4657 M 171 75 35
4658 F 172 49 23
4659 F 168 46 26
4660 M 183 64 35
4661 M 165 77 37
4662 F 168 49 37
4663 M 169 68 47
4664 F 174 48 38
4665 F 168 48 34
4666 M 160 85 45
4667 M 172 77 46
4668 M 167 76 37
4669 M 182 81 36
4670 M 163 60 43
4671 M 169 64 39
4672 M 173 64 48
4673 M 179 81 41
4674 F 157 49 26
4675 F 173 45 24
4676 M 162 75 40
4677 M 160 65 25
4678 F 159 45 34
4679 F 157 46 36
4680 M 166 68 38
4681 M 170 69 35
4682 F 172 47 39
4683 M 187 85 28
4684 M 161 75 45
4685 F 163 46 37
4686 M 172 71 30
4687 F 157 48 36
4688 M 174 80 34
4689 M 177 85 26
4690 F 159 45 33
4691 M 163 74 40
4692 M 175 69 45
4693 F 167 47 21
4694 M 185 78 29
4695 F 166 49 21
4696 M 163 72 48
4697 M 161 88 34
4698 M 181 85 35
4699 F 157 46 30
4700 M 172 60 27
4701 M 175 69 34
4702 F 162 49 38
4703 M 164 66 44
4704 M 164 87 39
4705 M 176 63 42
4706 M 171 80 31
4707 F 172 48 24
4708 M 162 75 33
4709 F 173 47 38
4710 F 174 45 34
4711 M 170 79 37
4712 F 157 49 20
4713 F 172 47 23
4714 M 160 73 45
4715 M 178 86 42
4716 M 173 64 49
4717 M 180 81 26
4718 M 176 62 25
4719 M 183 80 28
4720 M 168 88 38
4721 F 172 49 21
4722 M 176 66 36
4723 M 172 81 39
4724 F 157 49 24
4725 M 160 87 47
4726 M 178 81 43
4727 F 162 48 37
4728 M 174 80 32
4729 F 157 45 39
4730 M 161 89 44
4731 M 174 88 40
4732 M 188 82 44
4733 F 165 49 24
4734 M 167 77 47
4735 M 179 85 36
4736 M 165 65 27
4737 F 173 47 21
4738 M 168 72 29
4739 F 155 48 33
4740 F 164 49 27
4741 F 170 46 38
4742 M 174 78 39
4743 M 184 83 48
4744 M 180 73 38
4745 F 171 45 31
4746 M 188 72 47
4747 M 164 76 45
4748 F 163 47 24
4749 M 163 78 40
4750 M 182 65 38
4751 M 171 71 36
4752 F 171 47 24
4753 F 165 45 24
4754 M 175 85 38
4755 M 186 74 45
4756 M 189 80 33
4757 F 159 48 37
4758 M 160 89 25
4759 F 163 49 22
4760 M 169 66 30
4761 M 178 87 36
4762 M 180 65 33
4763 M 174 66 41
4764 M 181 75 35
4765 F 164 49 35
4766 M 183 81 27
4767 M 188 80 47
4768 M 165 68 36
4769 M 183 73 34
4770 M 186 67 49
4771 M 173 62 43
4772 M 188 87 27
4773 M 182 77 48
4774 F 162 46 38
4775 F 170 45 39
4776 F 167 45 22
4777 M 170 79 32
4778 M 166 87 39
4779 M 189 86 26
4780 F 159 48 21
4781 M 160 65 30
4782 F 165 48 20
4783 M 184 61 25
4784 M 160 70 45
4785 M 163 84 46
4786 M 180 60 27
4787 F 162 46 28
4788 M 186 63 49
4789 M 175 67 47
4790 M 180 73 40
4791 M 162 80 35
4792 M 189 78 44
4793 M 171 64 29
4794 M 179 86 35
4795 M 167 84 42
4796 M 187 74 25
4797 M 161 75 31
4798 F 168 49 39
4799 M 172 86 33
4800 M 187 81 47
4801 M 187 61 48
4802 M 168 64 30
4803 M 178 80 44
4804 F 174 46 35
4805 M 176 69 45
4806 F 164 45 37
4807 F 155 46 39
4808 F 162 46 33
4809 F 155 45 20
4810 M 183 73 41
4811 M 181 69 39
4812 M 165 80 25
4813 F 163 48 27
4814 F 155 47 37
4815 M 182 80 49
4816 F 164 49 24
4817 M 188 85 26
4818 M 166 82 45
4819 M 183 86 35
4820 F 160 49 36
4821 M 169 76 43
4822 M 186 87 32
4823 M 164 88 39
4824 M 173 80 45
4825 M 179 62 45
4826 F 158 45 25
4827 F 168 46 21
4828 M 189 83 31
4829 F 156 48 33
4830 F 171 45 33
4831 F 158 46 39
4832 M 189 67 34
4833 M 185 78 28
4834 M 184 71 43
4835 M 161 84 27
4836 F 173 47 23
4837 F 158 46 25
4838 M 171 76 36
4839 F 159 49 33
4840 M 167 69 33
4841 F 162 47 35
4842 M 185 71 35
4843 F 167 46 31
4844 M 174 82 27
4845 F 170 46 31
4846 F 160 47 21
4847 M 168 77 41
4848 F 161 49 39
4849 F 168 49 32
4850 M 172 72 37
4851 M 160 62 28
4852 M 180 70 36
4853 F 171 48 21
4854 M 161 84 37
4855 F 171 46 34
4856 F 174 46 20
4857 M 188 88 32
4858 F 168 46 35
4859 M 173 84 44
4860 F 167 45 25
4861 M 177 67 34
4862 F 162 48 28
4863 M 178 88 38
4864 M 182 89 35
4865 F 161 45 39
4866 M 181 84 29
4867 M 173 82 26
4868 M 168 74 25
4869 M 168 74 32
4870 F 161 47 39
4871 M 174 70 28
4872 M 188 69 39
4873 M 182 77 36
4874 M 161 76 30
4875 M 182 65 32
4876 M 177 80 46
4877 M 167 65 25
4878 M 175 60 28
4879 M 172 77 47
4880 M 160 61 40
4881 F 172 49 28
4882 F 163 47 27
4883 F 163 45 21
4884 F 174 48 27
4885 M 166 88 32
4886 M 169 71 37
4887 F 166 49 38
4888 F 171 47 23
4889 M 166 66 32
4890 F 160 45 30
4891 M 189 70 40
4892 F 171 48 31
4893 M 182 87 49
4894 M 177 74 28
4895 M 180 81 41
4896 M 186 76 25
4897 F 155 45 29
4898 M 184 64 43
4899 M 160 73 43
4900 M 182 74 38
4901 M 183 78 33
4902 M 184 71 34
4903 M 186 89 27
4904 F 157 45 22
4905 M 187 84 48
4906 M 162 75 41
4907 M 189 62 31
4908 F 162 48 37
4909 M 165 82 33
4910 M 180 81 37
4911 M 180 68 35
4912 F 173 45 31
4913 M 168 84 29
4914 M 175 88 42
4915 M 175 64 27
4916 F 164 49 33
4917 M 188 88 30
4918 F 161 45 32
4919 F 163 46 35
4920 M 182 61 34
4921 M 179 70 32
4922 M 161 75 45
4923 M 181 73 32
4924 M 186 67 39
4925 M 189 84 40
4926 F 166 49 31
4927 M 170 72 36
4928 F 160 48 33
4929 F 168 45 20
4930 M 185 75 45
4931 F 161 46 32
4932 M 174 70 35
4933 M 188 84 35
4934 M 183 63 26
4935 M 175 61 30
4936 M 184 65 37
4937 F 166 49 36
4938 M 172 78 26
4939 M 181 83 33
4940 M 170 86 46
4941 M 166 61 45
4942 M 178 88 48
4943 F 174 45 36
4944 M 170 73 30
4945 F 155 46 30
4946 F 169 46 30
4947 M 165 62 36
4948 F 171 49 23
4949 M 183 87 25
4950 M 162 60 42
4951 F 157 48 25
4952 M 185 80 26
4953 F 170 46 31
4954 F 156 45 22
4955 F 160 49 29
4956 M 187 63 32
4957 M 174 89 33
4958 F 165 47 38
4959 F 173 47 29
4960 M 179 77 38
4961 M 187 62 31
4962 M 163 69 44
4963 F 164 48 34
4964 M 173 74 29
4965 F 156 49 20
4966 F 156 47 26
4967 F 172 45 24
4968 F 173 47 24
4969 F 157 47 39
4970 M 164 86 45
4971 M 178 67 26
4972 F 171 46 23
4973 M 161 81 37
4974 F 159 49 31
4975 M 173 76 40
4976 F 170 46 34
4977 F 157 47 32
4978 M 185 60 33
4979 F 167 46 32
4980 M 166 79 49
4981 F 173 45 39
4982 F 174 48 20
4983 M 176 75 43
4984 M 183 61 28
4985 F 165 46 32
4986 M 162 76 39
4987 M 186 72 35
4988 M 163 89 43
4989 M 169 73 32
4990 M 185 88 48
4991 M 164 63 48
4992 M 174 73 25
4993 F 174 46 25
4994 M 183 83 31
4995 M 167 88 46
4996 M 181 83 47
4997 M 166 71 42
4998 M 171 67 35
4999 F 162 46 28
5000 M 164 69 42
5001 M 162 82 42
5002 M 183 77 40
5003 M 188 62 41
5004 M 162 85 48
5005 M 166 86 34
5006 F 163 47 20
5007 M 187 72 42
5008 F 165 49 30
5009 M 166 61 35
5010 M 179 70 34
5011 M 179 88 41
5012 M 187 82 37
5013 M 164 88 30
5014 M 164 64 28
5015 F 170 46 31
5016 F 162 45 33
5017 F 167 46 31
5018 F 163 46 23
5019 M 168 60 46
5020 F 158 48 35
5021 M 187 72 37
5022 M 168 89 47
5023 M 175 82 41
5024 M 179 75 35
5025 M 176 67 47
5026 F 170 48 37
5027 M 185 87 42
5028 F 170 48 26
5029 M 179 70 28
5030 M 176 73 32
5031 M 163 88 39
5032 M 167 62 29
5033 M 162 71 27
5034 F 164 46 38
5035 M 174 87 39
5036 F 171 47 22
5037 F 172 47 39
5038 M 178 72 35
5039 M 185 74 49
5040 M 176 88 36
5041 M 168 84 44
5042 M 173 71 47
5043 F 163 45 27
5044 F 166 49 30
5045 F 168 48 21
5046 M 179 84 32
5047 F 169 47 31
5048 M 175 67 31
5049 M 161 72 47
5050 F 174 47 26
5051 M 166 71 39
5052 M 185 76 32
5053 M 169 83 27
5054 M 185 68 35
5055 M 168 64 45
5056 M 188 65 48
5057 M 166 64 35
5058 M 186 87 37
5059 F 164 49 28
5060 M 173 89 49
5061 M 189 87 49
5062 F 158 45 39
5063 M 188 61 42
5064 M 172 75 45
5065 F 174 49 21
5066 M 183 61 49
5067 F 166 45 34
5068 M 186 72 40
5069 M 178 84 27
5070 M 173 83 31
5071 F 155 45 33
5072 F 169 46 37
5073 M 188 88 46
5074 F 158 45 34
5075 M 172 82 45
5076 F 164 47 32
5077 M 179 82 40
5078 M 165 64 33
5079 M 186 89 40
5080 F 171 49 27
5081 M 182 71 37
5082 M 172 86 41
5083 M 178 60 27
5084 F 167 45 33
5085 F 174 47 24
5086 M 181 79 46
5087 F 174 48 27
5088 F 163 49 31
5089 M 183 82 32
5090 M 187 71 26
5091 F 155 46 32
5092 F 157 45 31
5093 F 166 49 32
5094 F 171 45 24
5095 F 165 46 22
5096 F 168 48 32
5097 F 168 46 28
5098 M 186 65 25
5099 F 168 47 32
5100 M 180 61 43
5101 M 160 84 49
5102 M 187 79 36
5103 F 163 48 29
5104 F 162 47 28
5105 M 168 67 45
5106 M 164 79 37
5107 M 174 80 31
5108 F 172 47 21
5109 F 172 49 26
5110 M 188 76 38
5111 F 155 48 26
5112 M 170 79 46
5113 M 173 82 32
5114 M 160 82 28
5115 M 182 61 47
5116 F 157 47 29
5117 M 175 61 42
5118 M 182 82 46
5119 F 157 46 31
5120 M 184 84 31
5121 M 172 77 45
5122 F 155 48 39
5123 M 177 71 29
5124 F 166 47 21
5125 M 185 61 26
5126 M 161 89 42
5127 M 176 60 39
5128 M 186 79 38
5129 F 173 49 20
5130 M 184 82 44
5131 M 173 76 45
5132 M 168 79 32
5133 M 172 68 40
5134 F 165 49 34
5135 F 155 49 26
5136 M 178 61 33
5137 M 162 85 31
5138 F 168 49 39
5139 M 172 84 37
5140 F 168 45 33
5141 M 167 79 39
5142 F 159 49 29
5143 M 164 78 38
5144 M 173 71 25
5145 M 188 65 35
5146 M 180 86 48
5147 M 165 69 47
5148 M 167 78 38
5149 M 178 87 28
5150 M 177 71 26
5151 M 178 73 43
5152 M 163 61 43
5153 M 166 71 26
5154 M 164 80 47
5155 M 178 76 31
5156 M 162 75 45
5157 M 169 80 34
5158 M 160 89 27
5159 F 165 45 20
5160 F 161 46 34
5161 M 189 65 35
5162 M 180 87 38
5163 M 184 74 25
5164 M 180 63 26
5165 M 167 82 34
5166 F 158 48 24
5167 M 177 84 25
5168 M 187 85 49
5169 F 156 45 26
5170 M 173 88 32
5171 M 189 68 41
5172 M 163 78 44
5173 M 179 80 46
5174 M 182 70 34
5175 M 182 78 48
5176 M 172 81 49
5177 M 180 60 32
5178 M 161 63 33
